Value descriptions,,
Variable,Value_eng,Value_chi
Yr,1991,1991
Yr,1996,1996
Yr,2001,2001
Yr,2006,2006
Yr,2011,2011
Yr,2016,2016
Yr,2021,2021
Domestic_helpers,Including foreign domestic helpers,包括外籍家庭傭工
Domestic_helpers,Excluding foreign domestic helpers,不包括外籍家庭傭工
Age_gp,0 – 14,0 – 14
Age_gp,15 – 24,15 – 24
Age_gp,25 – 54,25 – 54
Age_gp,55 – 64,55 – 64
Age_gp,65+,65+
Age_gp,Median age (years),年齡中位數（歲）
